 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
   617    0.1024  -698325.134475  -698322.008134
   618    0.3102  -698530.652085  -698526.264315
   619    0.2396  -698728.783240  -698724.297622
   620    0.1462  -698394.029760  -698393.560210
   621    0.1517  -698535.966093  -698530.682544
   622    0.1532  -698393.333007  -698390.400009
   623    0.1825  -698603.720388  -698601.562802
   624    0.1079  -698710.742057  -698707.175936
   625    0.1592  -698747.808307  -698743.342472
   626    0.1147  -698615.236617  -698611.807152
   627    0.2320  -698429.784203  -698424.928575
   628    0.1651  -698555.042585  -698551.904242
   629    0.1153  -698513.967095  -698509.433395
   630    0.1997  -698523.883806  -698520.534880
   631    0.1171  -698595.967053  -698592.728826
   632    0.1606  -698532.771437  -698527.688147
   633    0.1960  -698477.539838  -698476.554213
   634    0.1766  -698607.682842  -698601.120035
   635    0.1570  -698519.479780  -698516.267371
   636    0.1211  -698456.092886  -698451.950713
   637    0.1770  -698643.299707  -698637.636085
   638    0.2017  -698247.318529  -698240.565768
   639    0.0525  -698157.998769  -698153.757623
   640    0.2367  -698340.665399  -698335.813132
   641    0.2245  -698523.395609  -698520.206414
   642    0.2584  -698772.844302  -698770.743189
   643    0.1298  -698676.850879  -698674.303340
   644    0.1554  -698774.992269  -698773.078301
   645    0.1514  -698519.757571  -698515.202434
   646    0.1902  -698675.907643  -698667.771815
   647    0.1375  -698810.454018  -698806.247193
   648    0.1639  -698299.928466  -698295.987329
   649    0.1738  -698468.496852  -698464.553628
   650    0.2264  -698484.961320  -698479.405918
   651    0.1742  -698179.484688  -698172.745220
   652    0.2212  -698455.473028  -698452.427729
   653    0.0650  -698383.123822  -698380.525170
   654    0.1995  -698364.292354  -698358.571216
   655    0.2125  -698389.105618  -698384.634867
   656    0.0925  -698625.547329  -698621.051657
   657    0.1616  -698500.088433  -698496.492054
   658    0.1859  -698473.324550  -698470.443026
   659    0.2525  -698558.553611  -698554.171871
   660    0.1022  -698467.054746  -698463.128349
   661    0.1456  -698396.522529  -698391.645004
   662    0.0804  -698733.657444  -698731.773683
   663    0.2889  -698488.711623  -698486.608495
   664    0.2252  -698631.486763  -698627.507068
   665    0.2769  -698601.624648  -698599.640049
   666    0.2813  -698398.804133  -698395.729602
   667    0.1276  -698395.841591  -698393.031986
   668    0.1567  -698444.222066  -698439.360038
   669    0.0751  -698704.470799  -698701.801078
   670    0.2676  -698774.830663  -698771.853774
   671    0.2543  -698744.976736  -698742.793899
   672    0.2441  -698506.478585  -698501.333801
   673    0.3270  -698402.806710  -698400.692829
   674    0.1374  -698354.190049  -698349.568071
   675    0.1905  -698473.653394  -698471.062846
   676    0.1850  -698407.537850  -698407.603666
   677    0.2417  -698551.450866  -698549.009270
   678    0.1459  -698642.347334  -698641.668677
   679    0.1587  -698559.232567  -698553.930566
   680    0.0634  -698366.666266  -698365.353066
   681    0.2312  -698391.919236  -698389.123105
   682    0.1820  -698316.149547  -698312.499589
   683    0.1997  -698213.051924  -698210.067796
   684    0.2299  -698440.129257  -698437.449750
   685    0.1875  -698365.376689  -698361.112290
   686    0.1656  -698659.647432  -698654.505329
   687    0.2466  -698601.433565  -698596.604240
   688    0.2098  -698293.480521  -698292.707763
   689    0.1596  -698328.480823  -698324.363971
   690    0.1778  -698749.115198  -698744.438841
   691    0.1952  -698673.719070  -698668.490556
   692    0.0169  -698455.315445  -698452.111976
   693    0.1955  -698557.465332  -698555.420293
   694    0.1518  -698797.613666  -698792.790074
   695    0.2699  -698545.928971  -698542.825109
   696    0.2762  -698778.831953  -698775.320737
   697    0.1335  -698591.938864  -698589.866877
   698    0.2134  -698449.722404  -698445.998482
   699    0.1412  -698882.305523  -698878.274207
   700    0.1507  -698578.042450  -698576.193357
   701    0.1381  -698634.430625  -698628.887569
   702    0.1327  -698473.085723  -698469.588289
   703    0.1335  -698601.434767  -698597.487937
   704    0.1071  -698219.253688  -698215.559409
   705    0.1271  -698595.975952  -698593.126914
   706    0.1989  -698246.295015  -698242.000301
   707    0.2532  -698556.729857  -698553.653999
   708    0.2090  -698564.120553  -698561.114363
   709    0.1246  -698325.420438  -698321.819982
   710    0.1905  -698610.285270  -698606.730784
   711    0.2163  -698672.376537  -698668.612093
   712    0.1940  -698365.874246  -698359.830615
   713    0.2024  -698390.767929  -698386.740362
   714    0.1763  -698310.285947  -698306.708668
   715    0.1508  -698568.391242  -698564.521793
   716    0.1324  -698567.953633  -698565.027766
   717    0.2400  -698464.905700  -698462.427674
   718    0.2652  -698283.430915  -698279.855011
   719    0.2508  -698435.906651  -698430.239910
   720    0.1510  -698539.275976  -698535.100699
   721    0.1453  -698542.511612  -698541.066222
   722    0.2042  -698436.280585  -698429.188934
   723    0.2335  -698345.627144  -698342.674695
   724    0.1588  -698366.965208  -698365.394196
   725    0.2190  -698376.531240  -698373.119182
   726    0.1305  -698578.503529  -698576.431435
   727    0.2015  -698405.888899  -698403.590789
   728    0.1955  -698373.283829  -698370.443698
   729    0.1477  -699025.328032  -699020.646616
   730    0.1446  -698467.864602  -698465.256637
   731    0.2032  -698559.456838  -698557.096473
   732    0.1940  -698502.166012  -698499.268439
   733    0.2130  -698662.262599  -698657.219079
   734    0.1545  -698271.901565  -698268.387240
   735    0.0732  -698268.632995  -698264.907601
   736    0.1392  -698360.365262  -698358.526359
   737    0.1982  -698620.150559  -698614.735737
   738    0.2262  -698331.413345  -698327.375207
   739    0.1624  -698548.885080  -698543.847855
   740    0.2163  -698554.196257  -698549.872386
   741    0.1744  -698342.200226  -698336.961540
   742    0.2221  -698609.039540  -698606.118124
   743    0.2386  -698718.068430  -698715.828959
   744    0.2125  -698292.756544  -698289.417980
   745    0.1802  -698681.970363  -698677.960383
   746    0.1901  -698618.643384  -698616.000014
   747    0.1209  -698599.060884  -698595.055411
   748    0.1567  -698476.464688  -698473.226600
   749    0.2186  -698618.834804  -698615.550674
   750    0.2067  -698458.218637  -698452.559802
   751    0.1630  -698456.174759  -698454.282982
   752    0.3236  -698215.086829  -698210.362665
   753    0.2206  -698547.476188  -698544.305827
   754    0.2025  -698599.961658  -698594.757882
   755    0.1374  -698860.673783  -698859.267806
   756    0.1520  -698724.572568  -698720.274613
   757    0.1973  -698766.687981  -698764.452293
   758    0.2184  -698682.524786  -698682.057710
   759    0.2165  -698841.168801  -698838.937816
   760    0.2642  -698576.744210  -698573.090134
   761    0.2037  -698301.470480  -698298.039765
   762    0.1672  -698998.214515  -698997.146973
   763    0.1930  -698365.631866  -698365.059342
   764    0.1436  -698593.641522  -698591.614988
   765    0.1728  -698728.886588  -698725.431492
   766    0.0880  -698480.982987  -698478.142458
   767    0.1866  -698650.039178  -698644.582465
   768    0.2072  -698481.960743  -698478.927028
   769    0.1458  -698508.775852  -698505.222169
   770    0.1902  -698580.633737  -698575.709447
   771    0.2394  -698711.947569  -698709.700620
   772    0.1737  -698601.563511  -698598.815951
   773    0.2435  -698501.863414  -698495.074544
   774    0.1983  -699083.309718  -699078.619227
   775    0.1559  -698643.044815  -698640.885630
   776    0.2341  -698397.818994  -698392.357268
   777    0.1808  -698945.439491  -698942.581626
   778    0.1749  -698443.022932  -698437.815937
   779    0.2164  -698326.034564  -698323.934054
   780    0.2457  -698645.671104  -698640.605801
   781    0.3197  -698485.480283  -698479.595701
   782    0.2228  -698548.476752  -698546.142307
   783    0.1010  -698285.181798  -698280.027382
   784    0.3333  -698786.599761  -698781.930854
   785    0.2240  -698818.289884  -698813.268683
   786    0.1528  -698542.233331  -698538.040678
   787    0.1656  -698657.740900  -698654.061717
   788    0.1383  -698393.138871  -698389.002369
   789    0.1861  -698651.059908  -698646.327461
   790    0.1070  -698676.383675  -698671.886521
   791    0.2655  -698712.630317  -698707.113475
   792    0.2250  -698625.004038  -698620.876242
   793    0.1590  -698523.315536  -698521.228000
   794    0.1899  -698638.889646  -698634.892212
   795    0.1405  -698808.396021  -698804.608138
   796    0.1706  -698524.199628  -698520.754904
   797    0.2068  -698605.851652  -698601.319006
   798    0.2501  -698638.480679  -698631.701984
   799    0.2136  -698671.453431  -698667.814864
   800    0.1381  -698650.842124  -698647.502158
   801    0.2094  -698610.181533  -698603.610382
   802    0.1731  -698278.453637  -698275.166401
   803    0.2338  -698518.596450  -698514.783517
   804    0.2342  -698658.275996  -698651.937235
   805    0.2437  -698647.042282  -698645.591365
   806    0.2235  -698613.661794  -698607.771930
   807    0.1527  -698825.268669  -698819.946708
   808    0.2633  -698491.057701  -698486.370434
   809    0.1896  -698530.748286  -698527.749675
   810    0.2195  -698677.961281  -698675.565833
   811    0.2450  -698624.114538  -698621.858375
   812    0.1927  -698420.772560  -698414.377976
   813    0.1792  -698701.254175  -698697.708588
   814    0.3554  -698731.129832  -698725.008703
   815    0.1362  -698445.161769  -698443.590272
   816    0.1453  -698669.586640  -698667.869208
   817    0.2744  -698578.741608  -698575.136303
   818    0.2212  -698383.550970  -698379.289469
   819    0.2521  -698622.182733  -698618.740664
   820    0.0764  -698534.208468  -698527.942341
   821    0.1045  -698815.721502  -698812.119987
   822    0.2202  -698580.871715  -698577.250037
   823    0.2319  -698518.934075  -698512.665773
   824    0.2589  -698549.235498  -698544.812490
   825    0.1144  -698524.879694  -698521.378082
   826    0.2372  -698547.353461  -698545.980236
   827    0.2052  -698568.497774  -698566.627665
   828    0.1922  -698594.305475  -698591.396655
   829    0.0830  -698638.825180  -698633.013481
   830    0.2470  -698404.993559  -698400.834832
   831    0.2032  -698874.750918  -698870.887995
   832    0.2167  -698619.201833  -698614.152316
   833    0.1619  -698322.920403  -698317.346573
   834    0.2815  -698645.464218  -698641.511981
   835    0.1106  -698883.048488  -698880.205319
   836    0.2211  -698376.246549  -698375.229517
   837    0.1769  -698543.311657  -698539.194416
   838    0.2368  -698499.168737  -698495.618861
   839    0.2346  -698571.909994  -698567.759241
   840    0.2445  -698298.000815  -698293.604463
   841    0.1261  -698723.183663  -698720.334517
   842    0.1337  -698584.813553  -698579.919885
   843    0.1899  -698818.767341  -698813.697126
   844    0.2139  -698728.131493  -698725.240144
   845    0.2363  -698539.140037  -698533.921392
   846    0.3343  -698641.999434  -698639.350665
   847    0.1491  -698591.111880  -698588.714838
   848    0.1338  -698470.604644  -698469.478599
   849    0.1132  -698550.263332  -698546.600927
   850    0.2078  -698572.343163  -698567.091656
   851    0.2122  -698645.226874  -698640.728601
   852    0.2274  -698281.431381  -698279.033416
   853    0.1728  -698435.551061  -698429.742614
   854    0.3840  -698525.904657  -698520.486458
   855    0.1535  -698583.198155  -698577.018356
   856    0.3213  -698725.320343  -698722.049005
   857    0.1264  -698258.202111  -698255.318535
   858    0.2311  -698553.148451  -698550.384952
   859    0.1977  -698621.087177  -698617.483597
   860    0.1136  -698984.281007  -698982.498949
   861    0.3494  -698427.250694  -698421.049282
   862    0.2147  -698477.023355  -698474.141373
   863    0.3145  -698683.463037  -698681.102933
   864    0.1073  -698796.441714  -698789.739005
   865    0.2160  -698591.460269  -698586.554243
   866    0.2984  -698485.869406  -698481.295346
   867    0.1786  -698590.284137  -698585.165249
   868    0.1546  -698718.110906  -698716.068607
   869    0.0927  -698621.045200  -698619.523459
   870    0.2040  -698816.255021  -698814.629453
   871    0.1418  -698460.198374  -698455.799405
   872    0.0606  -698657.646029  -698653.065623
   873    0.1673  -698750.171043  -698746.160011
   874    0.1521  -698728.167491  -698722.658996
   875    0.3094  -698520.219278  -698516.331020
   876    0.1553  -698452.733450  -698446.350993
   877    0.0808  -698591.478516  -698588.138962
   878    0.2740  -698686.994085  -698683.688128
   879    0.2683  -698735.840304  -698733.051133
   880    0.0897  -698491.484515  -698491.897587
   881    0.1825  -698823.252427  -698819.561603
   882    0.2512  -698495.554494  -698492.937124
   883    0.2210  -698352.905957  -698350.141607
   884    0.0973  -698487.521767  -698484.656358
   885    0.2141  -698615.353637  -698613.517208
   886    0.2974  -698551.636483  -698547.346218
   887    0.1582  -698706.396989  -698704.150035
   888    0.1567  -698818.510312  -698815.117950
   889    0.3041  -698463.990980  -698462.345825
   890    0.4740  -698583.172848  -698581.311928
   891    0.2557  -698514.754780  -698510.766737
   892    0.1848  -698271.199204  -698265.973601
   893    0.1268  -698514.326846  -698510.307702
   894    0.2301  -698336.599045  -698332.643473
   895    0.2190  -698807.987903  -698802.117400
   896    0.1378  -698667.990863  -698665.027290
   897    0.1655  -698564.073256  -698562.772490
   898    0.2170  -698386.630285  -698383.710121
   899    0.2031  -698738.855929  -698735.757964
   900    0.2009  -698558.588590  -698555.969600
   901    0.2835  -698614.291558  -698609.891295
   902    0.1173  -698772.029002  -698768.818033
   903    0.2492  -698424.920852  -698420.649514
   904    0.3599  -698520.912242  -698519.023042
   905    0.0285  -698586.489776  -698582.707730
   906    0.0685  -698458.323230  -698452.718683
   907    0.1899  -698879.985205  -698876.490753
   908    0.1887  -698837.609352  -698835.011571
   909    0.1203  -698599.626138  -698594.534543
   910    0.0152  -698463.731642  -698461.954410
   911    0.2729  -698463.472371  -698462.261047
   912    0.2202  -698502.493819  -698501.240240
   913    0.2254  -698270.776731  -698266.889932
   914    0.2694  -698481.611940  -698476.930922
   915    0.1966  -699045.790997  -699044.371932
   916    0.2612  -698430.902606  -698428.935694
   917    0.1037  -698519.142238  -698514.909332
   918    0.1882  -698434.021684  -698433.261495
